Song_ID,Genre,WER
024c9036742d4fcca03af2c8cee1553d,metal,0.9539473684210527
034d75940d064dd3b6ea094e90116e4b,metal,0.9085714285714286
03983453e28b4de7ae24c23233d7ada0,metal,0.8701923076923077
05acae1b8649404d84052f56d0ccff42,metal,0.8808777429467085
06347d299fdd43bf86222ce8d2711c9a,classical,0.9016393442622951
0754144b35dc4bea98ce02251551f20f,classical,0.9267241379310345
0754957cf76c411ab9b0f7ebbabd11d9,metal,0.9013333333333333
08863cf020d24c51bbc118cdf737471b,metal,0.9390862944162437
09c8242484c2467ea024a725437d3793,classical,0.9873417721518988
0a0806f1fb67405b8d3a5b0c19a8442a,reggae,0.9727891156462585
0b23f55fe848400daf1eb8521faeb968,metal,0.9106145251396648
0d322a0602bc48f59086047b7937e8d9,disco,0.9372822299651568
0d39372c31de4975b8b3dd7f95d3495d,classical,0.9547169811320755
0f1db02a032c4b4083b574750d3e6e91,metal,0.9485294117647058
1001a8f0b5af460b90617da87fed8dd1,metal,0.8770053475935828
110030a28bc14d55887814f2107e7a1e,metal,0.98
12bfe0fa9fe84737b683e2c363d4f8ce,metal,0.9393939393939394
13ed112a731640b3838fd0f34661075f,rock,0.973404255319149
547a34221f75450a830481ffe7501446,metal,0.8173076923076923
5c89b7add65e415b8568bc8fa334ea7d,reggae,0.9047619047619048
90880f9d7244462a8b35ec3c5a6fc190,reggae,0.936
914364a91df34c9192cb502d0dad49f1,metal,0.8729281767955801
914b2908b0a84a87b09fbc738848b7ac,classical,0.9345794392523364
91ec6644d122472db879d4db1c6085b2,classical,0.9651162790697675
94064131008f45cb93cde25e513ae629,metal,0.9796747967479674
95acd2dd8b8246fb9c740565423d72a0,metal,0.9585798816568047
97355df27185433c88214869783fd775,rock,0.9859943977591037
97a6580d117d4711ad068082d3d02ec9,rock,0.9078498293515358
9b820acd73b541e48776b4953db1c880,classical,0.8993288590604027
9c2cad76955e4f4dbbe5f14f9091ae31,metal,0.9413919413919414
9d87fb4afe6647e887320904b0740d7b,hiphop,0.9908814589665653
9e64a1b55d174a7a8ec7b02b994b1be7,metal,0.9508771929824561
9fa3655eadb94afabc97f40d482a5eb0,reggae,0.9764705882352941
a04dce33d8bc44508f33744d79153fe6,metal,0.9487179487179487
a1f95acf37684dbda26a0fd9d7e99f29,rock,0.9419795221843004
a21e73d3f0d546cdabfdd17e03be97d5,metal,0.9084507042253521
a5379495ddcc4d33bd3513130861a1ff,metal,0.9390243902439024
a56f7cd0153546b69e2fdce71979c270,reggae,0.9965870307167235
a5990304225f4d51a8ac66c6e2889922,rock,0.9444444444444444
a5a2f719ebd8489fafa6ff968d04f302,metal,0.9689922480620154
a5ba3dcd0afa4b20961aefaf7336e56a,reggae,0.9252336448598131
a6186b4695f9415db7055fa4e40da36f,reggae,0.9552845528455285
a68e58a9d325498ea423d8c3f2ae7cf8,reggae,1.0
a85efe96ad944742a0858c7bdf1f56c1,reggae,0.9571788413098237
ac0beaba6389456ab788778a5f6f7d89,rock,0.948
aeb5fb17cd6d4e2ca7450cedde32d5f9,rock,0.9481481481481482
afa8336d53fb43d488152ecef0c1fb14,rock,0.919831223628692
b212b51cf9914e0398fd64f584a24303,metal,0.9879518072289156
b28487da44f7452f89095ee1bc7201c4,classical,0.9543726235741445
b30d0b1ee3764317b83dd30e4419c256,reggae,0.917910447761194
c74640fafc9a4afcbe623e8b5985c475,metal,0.9953703703703703
f582fd26700543b384ec1ee2be85092c,rock,0.8461538461538461
